"MimosaID","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice"
"CH1022X003978X1","2022-08-30","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","14-35",8,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1019X022770X1","2022-08-14","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",8,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-13","Par téléphone","High","High","No","Pire","Oui","Satisfait","Guinée","Autre","Masculin","14-35",8,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5021X013293X1","2022-08-13","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",8,"Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-08-13","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Autre","Masculin","14-35",8,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X003374X1","2022-08-31","Par téléphone","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X003385X1","2022-08-31","Par téléphone","Low","Low","No","Souhaite ne pas répondre","Oui","Très satisfait","Autre","Niger","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X002693X1","2022-08-31","Par téléphone","Low","Low","No","Ne sait pas","Oui","Très satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Non","Oui"
"CH5021X004230X1","2022-09-01","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","En espèces","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X000863X1","2022-09-02","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-09-04","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Autre","Féminin","14-35",4,"Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X001682X1","2022-09-05","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH5019X024062X1","2022-09-05","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
NA,"2022-09-05","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022002049","2022-08-25","Terrain/bureau OIM","Low","Low","No","Identique","Partiellement","OK","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X001392X1","2022-08-31","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",1,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH5021X015041X1","2022-08-25","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Non"
"CH1022X000568X1","2022-08-23","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","Mixte","Transport","Moi et d'autres","Oui","Non","0","Non","Non"
"NE1022X000096X1","2022-08-26","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"NE1021X051666X1","2022-08-26","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",3,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"NE1022X001426X1","2022-08-26","Terrain/bureau OIM","Low","High","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022002606","2022-08-26","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"DZ1021006145","2022-08-26","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"Non","En nature","Autre","Moi et d'autres","Oui","Non","0","Non","Oui"
"LY1021006671","2022-08-26","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non"
NA,"2022-08-27","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022002558","2022-08-27","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non"
"LY1022002541","2022-08-27","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022002588","2022-08-27","Terrain/bureau OIM","Low","Low","No","Pire","Ne sait pas","Satisfait","Autre","Lybie","Masculin","14-35",4,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022002539","2022-08-27","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",11,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"LY1022002537","2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Ne sait pas","Oui","Satisfait","Autre","Lybie","Masculin","14-35",4,"Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non"
NA,"2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",1,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"NE1022X003408X1","2022-08-29","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
NA,"2022-08-29","Terrain/bureau OIM","High","Low","Yes","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022005794","2022-08-29","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X001069X1","2022-08-29","Terrain/bureau OIM","Low","Low","Yes","Pire","Ne sait pas","Satisfait","Autre","Niger","Masculin","14-35",0,"Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X003395X2","2022-08-25","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Autre","Niger","Masculin","14-35",5,"Oui","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui"
"CH1022X003493X1","2022-09-07","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",1,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
"NE1022X002077X1","2022-08-25","Terrain/bureau OIM","Low","Low","Yes","Pire","Ne sait pas","OK","Autre","Maroc","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
NA,"2022-09-07","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",2,"Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui"
NA,"2022-09-07","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH5021X014658X1","2022-09-12","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","14-35",0,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1022004453","2022-09-19","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Sénégal","Lybie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"LY1022001492","2022-09-20","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Lybie","Féminin","14-35",9,"Non","En nature","Autre","Moi et d'autres","Oui","Autre","1+","Non","Oui"
"MA1022001743","2022-09-20","Par téléphone","High","Low","Yes","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Masculin","14-35",4,"Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui"
"CH1022X011977X1","2022-09-21","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X011976X1","2022-09-21","Par téléphone","Low","Low","Yes","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","36+",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"CH1022X011982X1","2022-09-21","Par téléphone","High","Low","Yes","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",6,"Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"CH1022X011971X1","2022-09-21","Par téléphone","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X011985X1","2022-09-21","Par téléphone","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X011989X1","2022-09-21","Par téléphone","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1+","Non","Oui"
"NE1022X002216","2022-09-21","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Oui","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui"
"MR1022001186","2022-09-22","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","36+",2,"Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Non","Oui"
"CH1022X011994X1","2022-09-23","Par téléphone","High","High","No","Identique","Oui","Satisfait","Autre","Algerie","Masculin","14-35",6,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012000X1","2022-09-23","Par téléphone","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012001X1","2022-09-23","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","36+",6,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1021005407","2022-09-23","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1020001316","2022-09-23","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",5,"Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui"
"ML1022E0BADFB5A09E","2022-09-24","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36+",2,"Non","En nature","Commerce","Moi uniquement","Oui","Autre","1+","Non","Oui"
"CH5021X014624X1","2022-09-24","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","36+",0,"Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012011X1","2022-09-26","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Non"
"CH1022X012018X1","2022-09-26","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","36+",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012020X1","2022-09-26","Par téléphone","Low","High","Yes","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","14-35",1,"Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012035X1","2022-09-26","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Autre","Lybie","Masculin","14-35",4,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X001311","2022-09-27","Par téléphone","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"NE1022X002193","2022-09-27","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","14-35",1,"Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui"
"NE1022X002203","2022-09-27","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Niger","Masculin","14-35",5,"Non","En nature","Elevage","Moi uniquement","Oui","Autre","1","Non","Oui"
"MR1022001155","2022-09-28","Par téléphone","Low","Low","Yes","Pire","Oui","Très satisfait","Sénégal","Autre","Féminin","36+",4,"Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui"
"CH1022X012043X1","2022-09-29","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X012045X1","2022-09-29","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X012060X1","2022-09-29","Par téléphone","High","High","No","Pire","Non","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"CH1022X012059X1","2022-09-29","Par téléphone","High","High","No","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012065X1","2022-09-29","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",1,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"MA1022001392","2022-09-28","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","36+",2,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1","Non","Oui"
"CH1022X012067X1","2022-09-29","Par téléphone","High","High","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"MA1022001375","2022-09-29","Par téléphone","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Féminin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012071X1","2022-09-29","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Autre","Algerie","Masculin","14-35",3,"Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui"
"MA1022001227","2022-09-29","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","14-35",3,"Non","En nature","Autre","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1022001212","2022-09-30","Par téléphone","High","Low","Yes","Pire","Partiellement","Très satisfait","Sénégal","Maroc","Masculin","14-35",3,"Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Oui"
"CH1022X012072X1","2022-09-30","Par téléphone","High","Low","Yes","Pire","Partiellement","Satisfait","Autre","Algerie","Masculin","14-35",0,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1022001195","2022-09-30","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36+",4,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"MA1022001133","2022-09-30","Par téléphone","Low","Low","Yes","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","14-35",2,"Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Non","Oui"
"LY1022002789","2022-08-18","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Pas satisfait","Autre","Lybie","Masculin","14-35",1,"Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021008663","2022-08-20","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Pas satisfait","Autre","Lybie","Féminin","14-35",6,"Oui","En nature","Autre","Moi uniquement","Oui","Autre","1","Non","Oui"
"LY1022006431","2022-08-20","Terrain/bureau OIM","Low","Low","No","Ne sait pas","Oui","Pas satisfait","Autre","Lybie","Masculin","14-35",2,"Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Non"
"LY1021001293","2022-08-21","Terrain/bureau OIM","High","High","No","Ne sait pas","Oui","OK","Autre","Lybie","Masculin","14-35",2,"Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
"LY1021010520","2022-08-21","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Pas satisfait","Autre","Lybie","Féminin","14-35",4,"Oui","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui"
