"BusinessSuccess","InterviewType","Country","CountryOfReturn","Gender","AgeGroup","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","Count"
"Low","Terrain/bureau OIM","Autre","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Autre","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Oui","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Autre","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Autre","Moi uniquement","Non","Non","0","Non","Non",2
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Oui","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"Low","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",2
"High","Par téléphone","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Autre","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",3
"High","Par téléphone","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Côte D'Ivoire","Maroc","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Côte D'Ivoire","Maroc","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",3
"High","Par téléphone","Ghana","Niger","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui",3
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Guinée","Lybie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Guinée","Lybie","Masculin","36+","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",3
"High","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",3
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Autre","1+","Oui","Oui",3
"High","Par téléphone","Sénégal","Maroc","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",3
"High","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",3
"High","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",3
"High","Terrain/bureau OIM","Côte D'Ivoire","Maroc","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Oui","Oui",3
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Elevage","Moi uniquement","Non","Autre","1","Non","Oui",3
"High","Terrain/bureau OIM","Ghana","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Terrain/bureau OIM","Guinée","Algerie","Masculin","14-35","Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",3
"High","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"Low","Par téléphone","Autre","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",3
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",3
"Low","Par téléphone","Guinée","Maroc","Féminin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"Low","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"Low","Par téléphone","Sénégal","Autre","Féminin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",3
"Low","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",3
"Low","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Oui","Non",3
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Oui","Oui",3
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Oui","Oui",3
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",3
"Low","Par téléphone","Sénégal","Niger","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",3
"Low","Terrain/bureau OIM","Autre","Autre","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Non","Autre","0","Non","Oui",3
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",3
"Low","Terrain/bureau OIM","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",3
"High","Par téléphone","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",4
"High","Par téléphone","Côte D'Ivoire","Lybie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Par téléphone","Côte D'Ivoire","Niger","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui",4
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Non","Non","0","Oui","Oui",4
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",4
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",4
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Oui","Non","0","Oui","Oui",4
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","En espèces","Elevage","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",4
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",4
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Autre","Moi et d'autres","Non","Non","0","Oui","Oui",4
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Par téléphone","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi et d'autres","Oui","Autre","1","Non","Oui",4
"Low","Par téléphone","Autre","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",4
"Low","Par téléphone","Autre","Algerie","Masculin","36+","Non","Mixte","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",4
"Low","Par téléphone","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Non",4
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Oui",4
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Autre","Moi uniquement","Non","Autre","0","Non","Oui",4
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Oui","Non","0","Non","Oui",4
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Autre","Moi uniquement","Oui","Non","0","Oui","Oui",4
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Elevage","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Par téléphone","Sénégal","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",4
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","36+","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",4
"Low","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Oui","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",4
"High","Par téléphone","Ghana","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Transport","Moi uniquement","Non","Non","0","Non","Oui",5
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","Mixte","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"High","Par téléphone","Sénégal","Algerie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",5
"High","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",5
"High","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",5
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","14-35","Non","En nature","Transport","Moi uniquement","Non","Non","0","Non","Oui",5
"High","Terrain/bureau OIM","Ghana","Lybie","Masculin","36+","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"Low","Par téléphone","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",5
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"Low","Par téléphone","Côte D'Ivoire","Algerie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi et d'autres","Oui","Non","0","Non","Non",5
"Low","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","En espèces","Commerce","Moi uniquement","Non","Non","0","Non","Oui",5
"Low","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui",5
"Low","Par téléphone","Sénégal","Maroc","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",5
"Low","Terrain/bureau OIM","Autre","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Non","Oui",5
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",5
"High","Par téléphone","Guinée","Algerie","Masculin","14-35","Non","Mixte","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",6
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Non","0","Oui","Oui",6
"High","Terrain/bureau OIM","Burkina Faso","Niger","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Oui",6
"High","Terrain/bureau OIM","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",6
"Low","Par téléphone","Autre","Niger","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Non","Non","0","Oui","Oui",6
"Low","Par téléphone","Sénégal","Autre","Masculin","14-35","Non","En nature","Agriculture/aviculture","Moi uniquement","Oui","Autre","1+","Oui","Oui",6
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","En nature","Transport","Moi et d'autres","Oui","Autre","1","Non","Oui",7
"High","Par téléphone","Guinée","Niger","Masculin","14-35","Non","Mixte","Transport","Moi uniquement","Oui","Non","0","Non","Oui",7
"High","Par téléphone","Sénégal","Lybie","Masculin","14-35","Non","En nature","Commerce","Moi uniquement","Oui","Non","0","Oui","Oui",7
"High","Terrain/bureau OIM","Burkina Faso","Lybie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Oui","Non","0","Non","Oui",7
"Low","Terrain/bureau OIM","Burkina Faso","Algerie","Masculin","14-35","Non","Mixte","Elevage","Moi uniquement","Non","Non","0","Non","Non",7
