"ID_1","InterviewDate","InterviewType","BusinessSuccess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","ReceivedSupportAs","BusinessType","BusinessMembers","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","MicroBusinessLevel","TrainingType","TrainingDuration","DateOfReturn","ReintegrationDate","ReturnToReintegration","AssistanceDuration"
"NE1022X000864","2022-08-24","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","OK","Nigeria","Algerie","Masculin","36-65 ans",NA,"Non","En nature","Coiffure","Moi uniquement","Oui","Oui","1","Non","Oui","Individual","Business development/management training","4","2022/01/20 00:00:00","2022-07-04",165,50.916666666666664
"CH1022X012080X1","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Oui Négativement","Non","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-07-28",51,66.91666666666667
"CH1022X012085X1","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Oui irrégulièrement","Pire","Oui","OK","Mali","Algerie","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-04",58,59.916666666666664
"CH1022X012087X1","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Identique","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/07 00:00:00","2022-08-24",78,39.916666666666664
"CH1022X012682X1","2022-10-03","Par téléphone","Fermée","Souhaite ne pas répondre","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","2","Non","En nature","Commerce","Moi uniquement","Oui","Souhaite ne pas répondre",NA,"Non","Non","Individual","NULL","NULL","2022/06/14 00:00:00","2022-09-15",93,17.916666666666668
"CH1022X012689X1","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-07",23,87.91666666666667
"MA1021005417","2022-10-03","Par téléphone","Autre","Non","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","4","Non","En nature","Aviculture","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-07-05",95,89.91666666666667
"MA1021005384","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-07-05",95,89.91666666666667
"CH1022X012684X1","2022-10-03","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-21",37,73.91666666666667
"CH1022X012690X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-21",37,74.91666666666667
"CH1022X012692X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-08-04",51,60.916666666666664
"CH1022X012700X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-08-04",51,60.916666666666664
"CH1022X012694X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-08-29",76,35.916666666666664
"CH1022X012703X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-07",23,88.91666666666667
"MA1021005186","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Agriculture","Moi et membres de la communauté","Oui","Oui","2","Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-06-30",90,95.91666666666667
"LY1021007653","2022-10-04","Par téléphone","Autre","Partiellement","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Féminin","36-65 ans","0","Non","En nature","Coiffure","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2021/11/24 00:00:00","2022-04-25",152,161.91666666666666
"LY1022002669","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","18-35 ans","3","Non","Mixte","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/02/23 00:00:00","2022-06-29",126,96.91666666666667
"LY1021007807","2022-10-04","Par téléphone",NA,NA,"Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","18-35 ans","2","Non","En espèces",NA,NA,NA,NA,NA,NA,"Oui","Individual","Business development/management training","4","2021/11/24 00:00:00","2022-03-09",105,208.91666666666666
"CH1022X012697X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-07",23,88.91666666666667
NA,"2022-10-04","Par téléphone","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Satisfait","Nigeria","Lybie","Masculin","36-65 ans","1","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA
"CH1022X012678X1","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Oui régulièrement","Pire","Partiellement","Satisfait","Mali","Algerie","Masculin","14-17 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-08-08",55,56.916666666666664
"LY1022002860","2022-10-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Mon entreprise n’est pas encore ouverte","Non","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","18-35 ans","2","Non","En espèces","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/03/15 00:00:00","2022-08-12",150,53.916666666666664
NA,"2022-10-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Fermée","Non","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Masculin","36-65 ans","2","Oui","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA
"NE1022X000011","2022-10-05","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Nigeria","Lybie","Féminin","36-65 ans","0","Non","En nature","Coiffure","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/01/20 00:00:00","2022-04-29",99,158.91666666666666
"MA1021005163","2022-10-04","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","18-35 ans","7","Oui","En nature","Aviculture","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/16 00:00:00","2022-10-23",249,-19.083333333333332
"MA1021004916","2022-10-06","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","1","Oui","En nature","Elevage","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/02/16 00:00:00","2022-07-17",151,80.91666666666667
"NE1021X051889X1","2022-10-07","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/12/02 00:00:00","2022-03-09",97,211.91666666666666
"CH1022X012721X1","2022-10-11","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-28",44,74.91666666666667
"CH1022X012718X1","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Identique","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","4","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-21",37,82.91666666666667
"MA1021005302","2022-10-11","Par téléphone","Autre","Non","Oui régulièrement","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","3","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/03/25 00:00:00","2022-05-10",46,153.91666666666666
"CH1022X012736X1","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Couture","Moi et membres de la communauté","Oui","Oui","1","Oui Négativement","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-09-12",90,29.916666666666668
"MA1021005433","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Sénégal","Maroc","Masculin","18-35 ans","5","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-05-10",39,154.91666666666666
"MA1022001999","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Non","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","18-35 ans","0","Non","En nature","Elevage","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/06/09 00:00:00","2022-07-23",44,80.91666666666667
"CH1022X012742X1","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","3","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-21",37,82.91666666666667
"CH1022X012747X1","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent bien","Non","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","1","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-21",37,82.91666666666667
"CH1022X012751X1","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent bien","Partiellement","Non","Pire","Oui","Satisfait","Mali","Algerie","Masculin","18-35 ans","0","Non","En nature","Commerce","Moi et membres de la communauté","Oui","Oui","1","Non","Oui","Individual","Business development/management training","6","2022/06/14 00:00:00","2022-07-07",23,96.91666666666667
"NE1022X003273","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent difficilement","Partiellement","Oui régulièrement","Pire","Oui","Très satisfait","Sénégal","Niger","Masculin","18-35 ans","4","Non","En nature","Commerce","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/05/12 00:00:00","2023-01-12",245,-92.08333333333333
"MA1022001223","2022-10-12","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Sénégal","Maroc","Masculin","36-65 ans","9","Non","En nature","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-05-31",60,133.91666666666666
"LY1021F1A7ADFA7251","2022-10-13","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans","3","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","NULL","NULL","2021/11/23 00:00:00","2022-05-16",174,149.91666666666666
"CH1022X014356X1","2022-10-13","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Maroc","Masculin","36-65 ans","7","Non","Mixte","Transport (Moto - Auto et autres)","Moi uniquement","Oui","Non",NA,"Non","Oui","Individual","Business development/management training","4","2022/06/27 00:00:00","2022-10-10",105,2.9166666666666665
"CH1022X009809X1","2022-10-13","Bureau OIM","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans","0","Non","Mixte","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/14 00:00:00","2022-10-13",182,-0.08333333333333333
"MA1021C875E3464EED","2022-10-13","Par téléphone","Actuellement ouvert et les activités marchent bien","Oui","Non","Pire","Oui","Satisfait","Guinée","Maroc","Masculin","18-35 ans","2","Non","Mixte","Commerce","Moi uniquement","Non","Non",NA,"Non","Oui","Individual","NULL","NULL","2022/04/01 00:00:00","2022-09-13",165,29.916666666666668
