"Project","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TimeToReceiveSupport","ReceivedSupportAs","AssistanceType","BusinessType","BusinessMembers","MicroBusinessLevel","SupportTotalValue","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness"
"SMP","Bureau OIM","High","High","Oui irrégulièrement","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",1,"Non","Other",12,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",2,"Non",NA,4,"En nature","Micro Business","Restauration","Moi avec des migrants de retour","Collective",59000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Souhaite ne pas répondre","Guinée","Algerie","Masculin","18-35 ans",1,"Non",NA,9,"En nature","Micro Business","Commerce","Moi uniquement",NA,13000000,"Souhaite ne pas répondre","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",5,"Non",NA,6,"En nature","Micro Business","Commerce","Moi uniquement","Individual",10000000,"Non","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non","Other",24,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Ne sait pas","Non","Très satisfait","Gambie","Autre","Masculin","18-35 ans",8,"Oui",NA,4,"En nature","Micro Business","Elevage","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Mauritanie","Masculin","18-35 ans",0,"Non",NA,6,"En nature","Micro Business","Elevage","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans",2,"Non",NA,3,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Oui régulièrement","Pire","Oui","Très satisfait","Guinée","Maroc","Féminin","18-35 ans",0,"Non","Other",20,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non","Business development/management training",4,"Mixte","Micro Business","Artisan-Ouvrier","Moi et membres de la communauté","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Gambie","Autre","Masculin","18-35 ans",6,"Non",NA,5,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Non","Satisfait","Gambie","Autre","Masculin","18-35 ans",5,"Non",NA,7,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",0,"Non",NA,6,"En nature","Micro Business","Artisan-Ouvrier","Moi et membres de la communauté","Individual",10000000,"Non","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Oui",NA,6,"En nature","Micro Business","Bâtiment/construction","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Non",NA,5,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Non",NA,3,"En nature","Micro Business","Coiffure - Salon de beauté","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans",2,"Non",NA,4,"En nature","Micro Business","Commerce","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Très satisfait","Gambie","Lybie","Masculin","18-35 ans",2,"Non",NA,7,"En nature","Micro Business","Commerce","Moi uniquement","Individual",59000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",2,"Non",NA,2,"En espèces","Micro Business","Commerce","Moi uniquement",NA,14000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non","Business development/management training",NA,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Mieux","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",NA,"Non",NA,NA,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",2,"Non",NA,NA,"Mixte","Micro Business","Commerce","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Lybie","Masculin","18-35 ans",8,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non",NA,NA,"Mixte","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Satisfait","Guinée","Mali","Masculin","18-35 ans",8,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Niger","Masculin","18-35 ans",8,"Non",NA,NA,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",8,"Non","Business development/management training",NA,"Mixte","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","High","Non","Pire","Oui","Très satisfait","Guinée","Mali","Masculin","18-35 ans",8,"Non",NA,NA,"En espèces","Micro Business","Commerce","Moi uniquement",NA,13000000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans",0,"Non",NA,7,"En nature","Micro Business","Elevage","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Souhaite ne pas répondre","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans",2,"Non",NA,4,"En nature","Micro Business","Elevage","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Ne sait pas","Oui","Très satisfait","Gambie","Niger","Masculin","18-35 ans",0,"Non",NA,3,"En nature","Micro Business","Couture","Moi uniquement","Individual",60000,"Oui","Oui","2","Non"
"SMP","Bureau OIM","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non",NA,4,"En espèces","Micro Business","Transport (Moto - Auto)","Moi uniquement",NA,14000000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",2,"Non","Business development/management training",8,"En nature","Micro Business","Aviculture","Moi uniquement","Individual",470000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Chad","Féminin","18-35 ans",4,"Oui","Business development/management training",8,"En nature","Micro Business","Commerce","Moi uniquement","Individual",840000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",18,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",460000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Très satisfait","Nigeria","Algerie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement",NA,470000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Nigeria","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",NA,"En nature","Micro Business","Commerce","Moi uniquement","Individual",308000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Identique","Partiellement","OK","Gambie","Lybie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Agriculture","Moi uniquement","Individual",36000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",1,"Non","Business development/management training",2,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Bureau OIM","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non","Other",3,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13000000,"Oui","Oui","1","Non"
"SMP","Bureau OIM","High","High","Non","Pire","Oui","Très satisfait","Guinée","Algerie","Masculin","18-35 ans",0,"Non","Business development/management training",2,"Mixte","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Individual",13500000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans",1,"Non",NA,8,"En nature","Micro Business","Commerce","Moi uniquement","Individual",48000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans",3,"Non","Business development/management training",36,"En nature","Micro Business","Transport (Moto - Auto)","Moi et membres de la communauté","Community",300000,"Oui","Oui","1","Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","High","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans",0,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",56250,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",2,"Non",NA,12,"En nature","Micro Business","Agriculture","Moi uniquement","Individual",54000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Algerie","Masculin","18-35 ans",3,"Non","Business development/management training",8,"En nature","Micro Business","Commerce","Moi et membres de la communauté","Individual",57000,"Oui","Non",NA,"Non"
"SMP","Par téléphone","High","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",1,"Non","Business development/management training",4,"En nature","Micro Business","Commerce","Moi et membres de la communauté","Individual",50000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","High","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Non",NA,12,"En nature","Micro Business","Commerce","Moi uniquement","Individual",50000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Elevage","Moi et membres de la communauté","Individual",54000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",1,"Non",NA,12,"En nature","Micro Business","Elevage","Moi uniquement","Individual",55000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Ne sait pas","Satisfait","Gambie","Lybie","Masculin","18-35 ans",4,"Non",NA,12,"En nature","Micro Business","Agriculture","Moi uniquement","Individual",40000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",11,"Non",NA,8,"En nature","Micro Business","Commerce","Moi uniquement","Individual",65000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Ne sait pas","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",4,"Non",NA,12,"En nature","Micro Business","Commerce","Moi et membres de la communauté","Individual",NA,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans",1,"Non",NA,16,"En nature","Micro Business","Agriculture","Moi uniquement",NA,50000,"Non","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Non","Pire","Oui","Satisfait","Gambie","Niger","Masculin","18-35 ans",0,"Non",NA,14,"En nature","Micro Business","Commerce","Moi uniquement",NA,47000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","High","Low","Oui régulièrement","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",0,"Non",NA,24,"En nature","Micro Business","Agriculture","Moi uniquement",NA,61800,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Non","Pire","Oui","Satisfait","Gambie","Lybie","Masculin","18-35 ans",3,"Non",NA,12,"En nature","Micro Business","Transport (Moto - Auto)","Moi uniquement","Individual",35000,"Oui","Non",NA,"Non"
"SMP","Sur le terrain (lieu de travail ou d’habitation du migrant…)","Low","Low","Oui régulièrement","Pire","Ne sait pas","Satisfait","Gambie","Niger","Masculin","18-35 ans",0,"Non",NA,8,"En nature","Micro Business","Elevage","Moi uniquement","Individual",60000,"Oui","Non",NA,"Non"
